title,FaunaType,Category,hyperlink,Genus,CommonName,EffectiveDate
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26327,Oreixenica ptunarra,"Ptunarra Brown, Ptunarra Brown Butterfly, Ptunarra Xenica",24-Jan-2014
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66766,Paralucia pyrodiscus lucida,Eltham Copper Butterfly,05-May-2016
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86084,Phyllodes imperialis smithersi,Pink Underwing Moth,03-Dec-2002
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66769,Placostylus bivaricosus,"Lord Howe Flax Snail, Lord Howe Placostylus",15-Nov-2005
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85268,Pommerhelix duralensis,Dural Land Snail,09-Apr-2015
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79219,Semotrachia euzyga,a land snail,18-Aug-2006
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79113,Sinumelon bednalli,Bednall's Land Snail,18-Aug-2006
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90855,Tasmanipatus anophthalmus,Blind Velvet Worm,30-Jun-2009
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25289,Thaumatoperla alpina,Alpine Stonefly,31-Mar-2011
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87805,Trioza barrettae,Banksia brownii plant louse,04-Jul-2019
Other Animals that are Endangered,other,animals_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84159,Trisyntopa scatophaga,Antbed Parrot Moth,07-Dec-2016
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83757,Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68752,Carcharias taurus (west coast population),Grey Nurse Shark (west coast population),16-Oct-2001
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64470,Carcharodon carcharias,"White Shark, Great White Shark",16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66675,Chlamydogobius squamigenus,Edgbaston Goby,16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68449,Epinephelus daemelii,"Black Rockcod, Black Cod, Saddled Rockcod",04-Apr-2012
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26175,Galaxias parvus,Swamp Galaxias,24-Nov-2006
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26176,Galaxias tanycephalus,Saddled Galaxias,16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56790,Galaxiella pusilla,"Eastern Dwarf Galaxias, Dwarf Galaxias",16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66633,Maccullochella peelii,Murray Cod,03-Jul-2003
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66676,Milyeringa veritas,Blind Gudgeon,16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66693,Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66698,Nannatherina balstoni,Balston's Pygmy Perch,24-Nov-2006
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26177,Nannoperca obscura,Yarra Pygmy Perch,16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26178,Nannoperca variegata,"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67620,Neoceratodus forsteri,"Australian Lungfish, Queensland Lungfish",06-Aug-2003
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66678,Ophisternon candidum,Blind Cave Eel,16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77042,Paragalaxias dissimilis,Shannon Paragalaxias,24-Nov-2006
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77041,Paragalaxias eleotroides,Great Lake Paragalaxias,24-Nov-2006
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68447,Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",20-Oct-2009
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=60756,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68442,Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",07-Mar-2008
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26179,Prototroctes maraena,Australian Grayling,16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26180,Pseudomugil mellis,Honey Blue-eye,16-Jul-2000
Fishes that are Vulnerable,fishes,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66680,Rhincodon typus,Whale Shark,16-Oct-2001
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26172,Geocrinia vitellina,Orange-bellied Frog,16-Jul-2000
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1973,Heleioporus australiacus,Giant Burrowing Frog,16-Jul-2000
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1870,Litoria aurea,Green and Golden Bell Frog,16-Jul-2000
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86707,Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",04-Jul-2019
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64733,Litoria littlejohni,"Littlejohn's Tree Frog,  Heath Frog",16-Jul-2000
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1821,Litoria olongburensis,Wallum Sedge Frog,16-Jul-2000
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1827,Litoria piperata,Peppered Tree Frog,16-Jul-2000
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",16-Jul-2000
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66669,Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",16-Jul-2000
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1942,Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",16-Jul-2000
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64385,Pseudophryne covacevichae,Magnificent Brood Frog,16-Jul-2000
Frogs that are Vulnerable,frogs,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64782,Spicospina flammocaerulea,Sunset Frog,04-Jul-2019
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83821,Acanthophis hawkei,Plains Death Adder,11-May-2012
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25934,Anomalopus mackayi,"Five-clawed Worm-skink, Long-legged Worm-skink",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1665,Aprasia parapulchella,"Pink-tailed Worm-lizard, Pink-tailed Legless Lizard",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1666,Aprasia pseudopulchella,Flinders Ranges Worm-lizard,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90203,Carinascincus palfreymani,"Pedra Branca Skink,  Pedra Branca Cool-skink, Red-throated Skink",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1765,Chelonia mydas,Green Turtle,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59250,Christinus guentheri,"Lord Howe Island Gecko, Lord Howe Island Southern Gecko ",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59628,Coeranoscincus reticulatus,Three-toed Snake-tooth Skink,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1603,Ctenophorus yinnietharra,Yinnietharra Rock-Dragon,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1482,Ctenotus lancelini,Lancelin Island Skink,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25570,Ctenotus zastictus,Hamelin Ctenotus,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1649,Delma impar,"Striped Legless Lizard, Striped Snake-lizard",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25931,Delma mitella,"Atherton Delma, Legless Lizard",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1656,Delma torquata,"Adorned Delma, Collared Delma",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1193,Denisonia maculata,Ornamental Snake,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1420,Egernia rugosa,Yakka Skink,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1766,Eretmochelys imbricata,Hawksbill Turtle,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59254,Furina dunmalli,Dunmall's Snake,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1182,Hoplocephalus bungaroides,Broad-headed Snake,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1308,Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66699,Liasis olivaceus barroni,Olive Python (Pilbara subspecies),16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83160,Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83162,Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",11-Jun-2009
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59257,Natator depressus,Flatback Turtle,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82287,Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82034,Oligosoma lichenigera,Lord Howe Island Skink,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1630,Ophidiocephalus taeniatus,Bronzeback Snake-lizard,16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1262,Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1761,Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84578,Uvidicolus sphyrurus,"Border Thick-tailed Gecko, Granite Belt Thick-tailed Gecko",16-Jul-2000
Reptiles that are Vulnerable,reptiles,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86071,Wollumbinia belli,"Bell's Turtle, Western Sawshelled Turtle, Namoi River Turtle, Bell's Saw-shelled Turtle",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67080,Acanthiza iredalei rosinae,Slender-billed Thornbill (Gulf St Vincent),08-Jul-2015
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86269,Amytornis merrotsyi merrotsyi,Short-tailed Grasswren (Flinders Ranges),06-Nov-2014
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84121,Amytornis modestus,Thick-billed Grasswren,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64454,Amytornis textilis myall,Western Grasswren (Gawler Ranges),06-Nov-2014
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=564,Amytornis woodwardi,"White-throated Grasswren, Yirlinkirrkirr",06-Nov-2014
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26000,Anous tenuirostris melanops,Australian Lesser Noddy,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67034,Calyptorhynchus banksii naso,"Forest Red-tailed Black-Cockatoo, Karrak",11-Jun-2009
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25978,Cereopsis novaehollandiae grisea,"Cape Barren Goose (south-western), Recherche Cape Barren Goose",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=877,Charadrius leschenaultii,"Greater Sand Plover, Large Sand Plover",05-May-2016
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64458,Diomedea antipodensis,Antipodean Albatross,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82270,Diomedea antipodensis gibsoni,Gibson's Albatross,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89221,Diomedea epomophora,Southern Royal Albatross,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89223,Diomedea exulans,Wandering Albatross,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=942,Erythrotriorchis radiatus,Red Goshawk,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=929,Falco hypoleucos,Grey Falcon,09-Jul-2020
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26013,Falcunculus frontatus whitei,"Crested Shrike-tit (northern), Northern Shrike-tit",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64438,Fregetta grallaria grallaria,"White-bellied Storm-Petrel (Tasman Sea), White-bellied Storm-Petrel (Australasian)",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64440,Geophaps scripta scripta,Squatter Pigeon (southern),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66501,Geophaps smithii blaauwi,Partridge Pigeon (western),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64441,Geophaps smithii smithii,Partridge Pigeon (eastern),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=470,Grantiella picta,Painted Honeyeater,08-Jul-2015
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1059,Halobaena caerulea,Blue Petrel,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=682,Hirundapus caudacutus,White-throated Needletail,04-Jul-2019
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=934,Leipoa ocellata,Malleefowl,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66994,Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66995,Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86380,Limosa lapponica baueri,"Bar-tailed Godwit (baueri), Western Alaskan Bar-tailed Godwit",05-May-2016
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1061,Macronectes halli,Northern Giant Petrel,04-Apr-2001
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26194,Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26004,Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81011,Mirafra javanica melvillensis,Horsfield's Bushlark (Tiwi Islands),08-Jul-2015
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66671,Ninox natalis,"Christmas Island Hawk-Owl, Christmas Boobook ",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64444,Pachycephala pectoralis xanthoprocta,Golden Whistler (Norfolk Island),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=601,Pachycephala rufogularis,Red-lored Whistler,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64445,Pachyptila turtur subantarctica,Fairy Prion (southern),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=604,Petroica multicolor,"Norfolk Island Robin, Pacific Robin",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1075,Phoebetria fusca,Sooty Albatross,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67041,Platycercus caledonicus brownii,Green Rosella (King Island),31-Oct-2015
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59612,Polytelis anthopeplus monarchoides,Regent Parrot (eastern),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=738,Polytelis swainsonii,Superb Parrot,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67033,Probosciger aterrimus macgillivrayi,Palm Cockatoo (Australian),31-Oct-2015
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81025,Psophodes leucogaster leucogaster,Mallee Whipbird,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1036,Pterodroma mollis,Soft-plumaged Petrel,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64450,Pterodroma neglecta neglecta,Kermadec Petrel (western),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64452,Sterna vittata vittata,Antarctic Tern (Indian Ocean),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82950,Sternula nereis nereis,Australian Fairy Tern,03-Mar-2011
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26006,Stipiturus malachurus parimeda,Southern Emu-wren (Eyre Peninsula),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67113,Strepera fuliginosa colei,Black Currawong (King Island),31-Oct-2015
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25994,Strepera graculina crissalis,"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64460,Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82273,Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64464,Thalassarche carteri,Indian Yellow-nosed  Albatross,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64459,Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66472,Thalassarche melanophris,Black-browed Albatross,06-Jun-2005
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64463,Thalassarche salvini,Salvin's Albatross,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64462,Thalassarche steadi,White-capped Albatross,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90381,Thinornis cucullatus cucullatus,"Hooded Plover (eastern), Eastern Hooded Plover",06-Nov-2014
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=923,Turnix melanogaster,Black-breasted Button-quail,16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82451,Turnix varius scintillans,Painted Button-quail (Houtman Abrolhos),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67051,Tyto novaehollandiae castanops (Tasmanian population),Masked Owl (Tasmanian),19-Aug-2010
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26048,Tyto novaehollandiae kimberli,Masked Owl (northern),16-Jul-2000
Birds that are Vulnerable,birds,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67121,Zoothera lunulata halmaturina,Bassian Thrush (South Australian),08-Jul-2015
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=344,Antechinus bellus,Fawn Antechinus,03-Dec-2015
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83086,Antechinus minimus maritimus,Swamp Antechinus (mainland),05-May-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=34,Balaenoptera borealis,Sei Whale,16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=37,Balaenoptera physalus,Fin Whale,16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88021,Bettongia lesueur Barrow and Boodie Islands subspecies,"Boodie, Burrowing Bettong (Barrow and Boodie Islands)",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66659,Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=183,Chalinolobus dwyeri,"Large-eared Pied Bat, Large Pied Bat",04-Apr-2001
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=132,Conilurus penicillatus,"Brush-tailed Rabbit-rat, Brush-tailed Tree-rat, Pakooma",06-Dec-2008
