title,FaunaType,Category,hyperlink,Genus,CommonName,EffectiveDate
Frogs that are Extinct,frogs,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1909,Rheobatrachus silus,Southern Gastric-brooding Frog,16-Jul-2000
Frogs that are Extinct,frogs,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1910,Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",16-Jul-2000
Frogs that are Extinct,frogs,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1911,Taudactylus acutirostris,"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",16-Jul-2000
Frogs that are Extinct,frogs,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1886,Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25895,Aplonis fusca,Tasman Starling,16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25988,Columba vitiensis godmanae,"Lord Howe White-throated Pigeon, White-throated Pigeon (Lord Howe Island)",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26035,Cyanoramphus novaezelandiae erythrotis,"Macquarie Island Red-fronted Parakeet, Red-crowned Parakeet (Macquarie Island)",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26036,Cyanoramphus novaezelandiae subflavescens,"Lord Howe Tasman Parakeet, Red-crowned Parakeet (Lord Howe Island)",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25972,Dasyornis broadbenti litoralis,"Rufous Bristlebird (western), South-western Rufous Bristlebird",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66724,Dromaius ater,King Island Emu,16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26183,Dromaius baudinianus,Kangaroo Island Emu,16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64437,Dromaius novaehollandiae diemenensis,"Tasmanian Emu, Emu (Tasmanian)",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25888,Gerygone insularis,"Lord Howe Gerygone, Lord Howe Warbler",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25989,Hemiphaga novaeseelandiae spadicea,"New Zealand Pigeon (Norfolk Island race), Norfolk Island New Zealand Pigeon",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88995,Hypotaenidia philippensis macquariensis,"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25985,Lalage leucopyga leucopyga,Norfolk Island Long-tailed Triller,16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82446,Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25891,Nestor productus,Norfolk Island Kaka,16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26043,Ninox novaeseelandiae albaria,"Lord Howe Southern Boobook, Lord Howe Boobook Owl",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66502,Porphyrio albus,White Gallinule,16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=723,Psephotus pulcherrimus,Paradise Parrot,16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67106,Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26017,Turdus poliocephalus poliocephalus,"Grey-headed Blackbird, Norfolk Island Thrush",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67123,Turdus poliocephalus vinitinctus,"Lord Howe Thrush, Vinous-tinted Thrush",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25899,Zosterops albogularis,"White-chested White-eye, Norfolk Island Silvereye",16-Jul-2000
Birds that are Extinct,birds,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25900,Zosterops strenuus,Robust White-eye,16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66656,Bettongia gaimardi gaimardi,"Eastern Bettong (mainland), Eastern Rat-kangaroo",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66657,Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66658,Bettongia penicillata penicillata,"Brush-tailed Bettong (central and south-east), Brush-tailed Bettong (south-east mainland)",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=215,Caloprymnus campestris,Desert Rat-kangaroo,16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=297,Chaeropus ecaudatus,"Pig-footed Bandicoot, Kanjilpa, Wilalya",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=131,Conilurus albipes,"White-footed Rabbit-rat, Parroo, White-footed Tree-rat",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=243,Lagorchestes asomatus,"Kuluwarri, Central Hare-wallaby",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66655,Lagorchestes hirsutus hirsutus,"Rufous Hare-wallaby (south-western), Woorap",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=246,Lagorchestes leporides,Eastern Hare-wallaby,16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66654,Lagostrophus fasciatus albipilis,Banded Hare-wallaby (mainland),16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=136,Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=283,Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64477,Melomys rubicola,Bramble Cay Melomys,22-Feb-2019
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89288,Notamacropus greyi,Toolache Wallaby,16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=122,Notomys amplus,"Short-tailed Hopping-mouse, Yoontoo",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=126,Notomys longicaudatus,"Long-tailed Hopping-mouse, Koolawa, Talamba",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=101,Notomys macrotis,"Large-eared Hopping-mouse, Noompa, Big -eared Hopping-mouse",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=103,Notomys mordax,"Darling Downs Hopping-mouse, Payi",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66869,Nyctophilus howensis,"Lord Howe Long-eared Bat, Lord Howe Island Bat",04-Apr-2001
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=240,Onychogalea lunata,"Crescent Nailtail Wallaby, Tjawalpa, Wurrung",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66652,Perameles bougainville fasciata,"Western Barred Bandicoot (eastern), Liverpool Plains Striped Bandicoot",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=279,Perameles eremiana,"Desert Bandicoot, Walilya",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=195,Potorous platyops,"Broad-faced Potoroo, Moda",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89,Pseudomys gouldii,"Gould's Mouse, Koontin",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25904,Rattus macleari,"Maclear's Rat, Christmas Island Rat",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25905,Rattus nativitatis,"Bulldog Rat, Christmas Island Burrowing Rat",16-Jul-2000
Mammals that are Extinct,mammals,extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=342,Thylacinus cynocephalus,"Thylacine, Tasmanian Tiger",16-Jul-2000
Other Animals that are Extinct,other,animals_extinct,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83060,Hypolimnus pedderensis,Lake Pedder Earthworm,30-Jun-2009
Fishes that are Extinct in the wild,fishes,extinct_in_the_wild,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26169,Galaxias pedderensis,Pedder Galaxias,06-Jun-2005
Fishes that are Critically Endangered,fishes,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76155,Bidyanus bidyanus,"Silver Perch, Bidyan",21-Dec-2013
Fishes that are Critically Endangered,fishes,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64418,Brachionichthys hirsutus,Spotted Handfish,11-Oct-2012
Fishes that are Critically Endangered,fishes,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68751,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population),16-Oct-2001
Fishes that are Critically Endangered,fishes,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84745,Galaxias rostratus,"Flathead Galaxias, Beaked Minnow, Flat-headed Galaxias, Flat-headed Jollytail, Flat-headed Minnow",05-May-2016
Fishes that are Critically Endangered,fishes,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82453,Glyphis glyphis,Speartooth Shark,16-Oct-2001
Fishes that are Critically Endangered,fishes,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83909,Stiphodon semoni,Opal Cling Goby,16-Feb-2011
Fishes that are Critically Endangered,fishes,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83756,Thymichthys politus,Red Handfish,11-Oct-2012
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1815,Cophixalus concinnus,Elegant Frog,04-Jul-2019
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1789,Cophixalus hosmeri,"Hosmer's Frog, Rattling Nursery-frog",04-Jul-2019
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1791,Cophixalus mcdonaldi,"McDonald's Frog, Mt Elliot Nursery-frog",04-Jul-2019
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64384,Cophixalus monticola,Mountain-top Nursery-frog,04-Jul-2019
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1792,Cophixalus neglectus,"Neglected Frog, Bellenden Ker Nursery-frog",04-Jul-2019
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26181,Geocrinia alba,"White-bellied Frog, Creek Frog",04-Jul-2019
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1848,Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",04-Jul-2019
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87765,Litoria kroombitensis,Kroombit Treefrog,04-Jul-2019
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1841,Litoria lorica,Armoured Mistfrog,01-Feb-2007
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82063,Litoria myola,Kuranda Tree Frog,04-Jul-2019
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1820,Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",01-Feb-2007
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1934,Philoria frosti,Baw Baw Frog,04-Jul-2019
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1915,Pseudophryne corroboree,Southern Corroboree Frog,06-Apr-2013
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66670,Pseudophryne pengilleyi,Northern Corroboree Frog,06-Apr-2013
Frogs that are Critically Endangered,frogs,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1889,Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",18-Jan-2012
Reptiles that are Critically Endangered,reptiles,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1115,Aipysurus apraefrontalis,Short-nosed Seasnake,15-Feb-2011
Reptiles that are Critically Endangered,reptiles,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1118,Aipysurus foliosquama,Leaf-scaled Seasnake,15-Feb-2011
Reptiles that are Critically Endangered,reptiles,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1526,Cryptoblepharus egeriae,"Christmas Island Blue-tailed Skink, Blue-tailed Snake-eyed Skink",03-Jan-2014
Reptiles that are Critically Endangered,reptiles,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81648,Elseya albagula,"Southern Snapping Turtle, White-throated Snapping Turtle",07-Nov-2014
Reptiles that are Critically Endangered,reptiles,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1400,Emoia nativitatis,"Christmas Island Forest Skink, Christmas Island Whiptail-skink",03-Jan-2014
Reptiles that are Critically Endangered,reptiles,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1711,Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",03-Jan-2014
Reptiles that are Critically Endangered,reptiles,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59550,Nangura spinosa,Nangur Spiny Skink,18-Dec-2007
Reptiles that are Critically Endangered,reptiles,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84753,Phyllurus gulbaru,Gulbaru Gecko,17-Nov-2015
Reptiles that are Critically Endangered,reptiles,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1760,Pseudemydura umbrina,Western Swamp Tortoise,06-Jul-2004
Reptiles that are Critically Endangered,reptiles,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86072,Wollumbinia georgesi,"Georges' Snapping Turtle, Bellinger River Snapping Turtle, Georges Helmeted Turtle",07-Dec-2016
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82329,Acanthornis magna greeniana,"King Island Scrubtit, Scrubtit (King Island)",02-Jul-2002
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86183,Amytornis modestus obscurior,"Grey Range Thick-billed Grasswren, Thick-billed Grasswren (north-west NSW)",06-Nov-2014
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82338,Anthochaera phrygia,Regent Honeyeater,08-Jul-2015
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=856,Calidris ferruginea,Curlew Sandpiper,26-May-2015
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=862,Calidris tenuirostris,Great Knot,05-May-2016
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67099,Cinclosoma punctatum anachoreta,"Mt Lofty Ranges Spotted Quail-thrush, Spotted Quail-thrush (Mt Lofty Ranges)",02-Jul-2002
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67090,Epthianura crocea macgregori,"Capricorn Yellow Chat, Yellow Chat (Dawson)",02-Jul-2002
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=744,Lathamus discolor,Swift Parrot,05-May-2016
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26011,Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",06-Nov-2014
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86432,Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Bar-tailed Godwit (menzbieri)",05-May-2016
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67092,Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",11-May-2018
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=747,Neophema chrysogaster,Orange-bellied Parrot,13-Sep-2006
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",26-May-2015
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=906,Pedionomus torquatus,Plains-wanderer,08-Jul-2015
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84650,Pezoporus flaviventris,"Western Ground Parrot, Kyloring",14-May-2013
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89284,Pterodroma arminjoniana,"Round Island Petrel, Trinidade Petrel",02-Jul-2002
Birds that are Critically Endangered,birds,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66973,Pterodroma heraldica,Herald Petrel,02-Jul-2002
Mammals that are Critically Endangered,mammals,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86568,Crocidura trichura,Christmas Island Shrew,15-Feb-2018
Mammals that are Critically Endangered,mammals,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=273,Gymnobelideus leadbeateri,Leadbeater's Possum,02-May-2015
Mammals that are Critically Endangered,mammals,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=198,Lasiorhinus krefftii,"Northern Hairy-nosed Wombat, Yaminon",15-Feb-2018
Mammals that are Critically Endangered,mammals,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,18-Dec-2007
Mammals that are Critically Endangered,mammals,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87605,Petrogale concinna concinna,Nabarlek (Victoria River District),04-Jul-2019
Mammals that are Critically Endangered,mammals,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64383,Pipistrellus murrayi,Christmas Island Pipistrelle,12-Sep-2006
Mammals that are Critically Endangered,mammals,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66642,Potorous gilbertii,"Gilbert's Potoroo, Ngilkat",06-Jul-2004
Mammals that are Critically Endangered,mammals,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25911,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",11-May-2018
Mammals that are Critically Endangered,mammals,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87611,Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",03-Jan-2014
Mammals that are Critically Endangered,mammals,critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68,Zyzomys pedunculatus,"Central Rock-rat, Antina",15-Feb-2018
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67458,Adclarkia dawsonensis,"Boggomoss Snail, Dawson River Snail, Dawson Valley Snail",02-Jun-2003
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81250,Advena campbellii,Campbell's Helicarionid Land Snail,08-Jan-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90200,Ammoniropa vigens,Ammonite Pinwheel Snail,24-Jan-2014
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88056,Argynnis hyperbius inconstans,Australian Fritillary,15-Aug-2017
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78931,Cherax tenuimanus,"Hairy Marron, Margaret River Hairy Marron, Margaret River Marron",18-Aug-2006
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66752,Dryococelus australis,"Lord Howe Island Phasmid, Land Lobster",23-Jul-2002
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82674,Engaewa pseudoreducta,Margaret River Burrowing Crayfish,24-Apr-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82675,Engaewa reducta,Dunsborough Burrowing Crayfish,24-Apr-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86598,Euastacus bindal,"freshwater crayfish, spiny crayfish",07-Dec-2016
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83143,Euastacus dharawalus,Fitzroy Falls Spiny Crayfish,07-Dec-2016
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82864,Gudeoconcha sophiae magnifica,Magnificent Helicarionid Land Snail,08-Jan-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66734,Hesperocolletes douglasi,"Douglas' Broad-headed Bee, Rottnest Bee",04-Jul-2019
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66754,Hoplogonus bornemisszai,Bornemissza's Stag Beetle,08-Jan-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82953,Hyridella glenelgensis,Glenelg Freshwater Mussel,16-Feb-2011
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66756,Leioproctus douglasiellus,a short-tongued bee,14-May-2013
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66762,Marginaster littoralis,Derwent River Seastar,30-Jun-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81852,Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,08-Jan-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81252,Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,08-Jan-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81851,Mathewsoconcha suteri,a helicarionid land snail,08-Jan-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82084,Micropathus kiernani,"Francistown Cave Cricket, Southern sandstone cave cricket",24-Jan-2014
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81247,Mystivagor mastersi,Masters' Charopid Land Snail,08-Jan-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66821,Neopasiphae simplicior,A native bee,08-Jan-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77743,Ogyris subterrestris petrina,Arid Bronze Azure,09-Apr-2015
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79221,Ordtrachia septentrionalis,Rosewood Keeled Snail,17-Nov-2015
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85279,Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,08-Jan-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81249,Pseudocharopa whiteleggei,Whitelegge's Land Snail,08-Jan-2009
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86868,Pseudococcus markharveyi,Banksia montana mealybug,11-May-2018
Other Animals that are Critically Endangered,other,animals_critically_endangered,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81253,Quintalia stoddartii,Stoddart's Helicarionid Land Snail,08-Jan-2009
